		aest01_1	aest06_1	aest07_1	aest10_1	aest15_1	aest18_1	aest24_1	aest25_1	aest26_1	aest28_1	aest29_1	aest31_1	aest35_1	aest36_1
FREI217	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI218	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI219	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI22	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI220	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI221	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI222	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI223	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI224	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI225	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI226	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI227	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI228	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI229	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI23	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI230	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI231	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI232	FRE	0	230	266	294	317	136	304	137	157	401	204	0	152	326
FREI233	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI234	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI235	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI236	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI237	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI238	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI24	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI240	FRE	236	218	261	280	312	164	298	128	157	356	211	313	148	326
FREI241	FRE	248	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI242	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI243	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI244	FRE	0	230	266	294	317	136	304	137	157	401	204	0	152	326
FREI245	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI246	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI247	FRE	236	218	261	280	312	164	298	128	157	356	211	313	148	326
FREI248	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI249	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI25	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI251	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI252	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI253	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI254	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI255	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI256	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI257	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI258	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI259	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI26	FRE	254	230	266	0	317	136	304	137	157	401	204	313	152	326
FREI260	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI261	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI262	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI263	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI264	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI266	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI267	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI268	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI269	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI27	FRE	254	230	266	0	317	136	304	137	157	401	204	313	152	326
FREI271	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI272	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI274	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI275	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI276	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI28	FRE	254	236	261	295	312	144	295	128	157	353	216	300	152	322
FREI29	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI3	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI30	FRE	254	236	261	295	312	144	295	128	157	389	216	300	152	322
FREI31	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI32	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI33	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI34	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI35	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI36	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI37	FRE	0	236	261	295	312	144	295	128	157	389	216	300	152	322
FREI38	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI39	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI4	FRE	254	236	261	295	312	144	295	128	157	389	216	0	152	322
FREI40	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI41	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI42	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI43	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI44	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI45	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI46	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI47	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI48	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI49	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI5	FRE	254	230	266	0	317	136	304	137	157	401	204	313	152	326
FREI50	FRE	254	230	266	0	317	136	304	137	157	401	0	318	152	326
FREI51	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI52	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI53	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI54	FRE	254	218	256	295	312	160	295	122	157	356	216	308	148	322
FREI55	FRE	254	218	256	295	312	160	295	122	157	356	216	308	148	322
FREI56	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI57	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI58	FRE	254	230	266	0	317	136	304	137	157	401	204	313	152	326
FREI59	FRE	254	230	266	294	317	136	304	137	157	401	204	318	152	326
FREI6	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI60	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI61	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI62	FRE	236	230	266	0	317	136	304	137	157	401	204	313	152	326
FREI63	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI64	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI65	FRE	0	230	266	294	317	136	304	137	157	0	204	313	152	326
FREI66	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI67	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI68	FRE	254	230	266	294	317	136	304	137	157	401	204	318	152	326
FREI69	FRE	254	230	266	0	317	136	0	137	157	0	204	318	152	326
FREI7	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI70	FRE	0	230	266	294	317	136	304	137	157	0	204	318	152	326
FREI71	FRE	254	230	266	294	317	136	304	137	157	401	204	318	152	326
FREI72	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI73	FRE	254	230	266	294	317	136	322	137	157	353	211	0	152	326
FREI74	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI75	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI76	FRE	236	230	266	294	317	136	304	137	157	0	204	0	152	326
FREI77	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI78	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI79	FRE	0	230	266	295	317	136	304	137	157	0	204	318	152	326
FREI8	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI80	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI81	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI82	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI83	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI84	FRE	0	230	266	294	317	136	304	137	157	401	204	0	152	326
FREI85	FRE	254	230	266	294	317	136	304	137	157	401	204	0	152	326
FREI86	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI87	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI88	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI89	FRE	236	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI9	FRE	254	230	266	0	317	136	304	137	157	401	204	313	152	326
FREI90	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI91	FRE	0	230	266	0	317	136	0	137	157	401	204	0	152	326
FREI92	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI93	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI94	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI95	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI96	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI97	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI98	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI99	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FRIC1	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC10	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC100	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC101	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC102	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC103	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC104	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC106	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC107	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC109	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC11	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC110	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC111	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC112	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC113	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC114	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC115	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC116	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC117	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC118	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC119	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC12	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC120	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC121	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC122	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC123	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC124	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC125	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC126	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC127	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC128	FRI	236	218	261	295	312	160	298	128	142	359	216	313	148	322
FRIC129	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC13	FRI	236	236	256	295	312	160	298	128	175	389	216	318	148	326
FRIC130	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC131	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC132	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC133	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC134	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC14	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC15	FRI	236	236	256	295	312	160	298	128	175	389	216	318	148	326
FRIC16	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC17	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC18	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC19	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC2	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC20	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC21	FRI	0	236	256	295	312	160	298	128	175	389	216	0	148	326
FRIC22	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC23	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC24	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC25	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC26	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC27	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC28	FRI	0	236	256	295	312	160	298	128	175	389	211	308	148	326
FRIC29	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC3	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC30	FRI	236	236	256	295	312	160	298	128	175	389	216	313	148	326
FRIC31	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC32	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC33	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC34	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC35	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC36	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC37	FRI	236	218	261	295	312	160	298	128	142	359	216	313	148	322
FRIC38	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC39	FRI	236	218	256	280	312	160	298	128	142	359	211	308	148	326
FRIC4	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC40	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC41	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC42	FRI	236	218	256	295	312	160	298	128	175	359	216	308	148	326
FRIC43	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC44	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC45	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC46	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC47	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC48	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC49	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC5	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC50	FRI	236	218	261	295	312	160	298	128	142	359	216	313	148	322
FRIC51	FRI	236	218	261	295	312	160	298	128	142	359	216	313	148	322
FRIC52	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC53	FRI	236	218	261	295	312	160	298	128	142	359	216	313	148	322
FRIC54	FRI	236	218	261	295	312	160	298	128	142	359	216	313	148	322
FRIC55	FRI	236	218	261	295	312	160	298	128	142	359	216	313	148	322
FRIC56	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC57	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC58	FRI	254	218	256	290	312	144	295	128	142	356	216	318	148	322
FRIC59	FRI	260	230	266	0	317	140	295	137	157	401	209	313	152	326
FRIC6	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC60	FRI	260	230	266	294	317	140	295	137	157	401	209	313	152	326
FRIC61	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC62	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC63	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC64	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC65	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC66	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC67	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC68	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC7	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC72	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC73	FRI	0	236	256	295	312	160	0	128	175	0	216	308	148	326
FRIC75	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC76	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC77	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC78	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC79	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC8	FRI	0	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC80	FRI	260	236	266	294	317	136	304	137	157	401	204	313	152	342
FRIC81	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC82	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC83	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC84	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC85	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC86	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC87	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC88	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC89	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC9	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC90	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC91	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC92	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC93	FRI	236	218	261	295	312	160	298	128	157	359	211	313	148	322
FRIC95	FRI	236	236	261	280	312	160	298	128	157	389	211	308	148	322
FRIC96	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
FRIC99	FRI	236	236	256	295	312	160	298	128	175	389	216	308	148	326
GEN005	GEN	242	218	256	290	312	144	298	122	142	359	216	300	148	322
GEN001	GEN	242	236	261	290	312	144	298	128	145	359	211	308	148	322
GEN002	GEN	242	236	261	290	312	144	298	128	145	359	211	308	148	322
GEN003	GEN	242	236	261	290	312	144	298	128	145	359	211	308	148	322
GEN004	GEN	242	236	261	290	312	144	298	128	145	359	211	308	148	322
KON1	KON	260	218	261	290	312	144	301	128	142	353	216	308	148	326
KON10	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON100	KON	236	218	261	280	312	144	301	128	145	353	216	308	148	326
KON101	KON	0	224	261	290	312	144	298	128	145	353	216	308	152	326
KON102	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON103	KON	0	218	261	280	312	144	298	128	145	353	216	308	148	326
KON104	KON	0	218	261	280	312	144	301	128	145	353	216	308	148	326
KON106	KON	0	218	261	290	312	144	298	128	178	353	216	0	148	326
KON108	KON	0	224	261	290	312	144	298	128	145	353	216	0	152	326
KON109	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON11	KON	242	218	261	290	312	140	298	128	145	353	216	308	148	322
KON110	KON	0	218	261	290	312	140	298	128	145	0	216	0	152	0
KON112	KON	0	218	0	290	312	144	298	128	145	353	216	0	152	326
KON114	KON	0	218	261	290	312	144	298	128	145	353	216	308	152	326
KON115	KON	0	218	261	290	312	144	298	128	145	353	216	0	152	326
KON117	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON118	KON	236	218	261	290	312	144	301	128	142	353	216	0	148	326
KON119	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON12	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON120	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON122	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON124	KON	0	218	261	290	312	144	301	122	145	353	216	0	148	326
KON125	KON	242	218	261	290	312	144	298	128	178	353	216	308	148	322
KON126	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON127	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON128	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON129	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON13	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON130	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON131	KON	0	218	261	280	312	144	301	128	142	359	216	308	148	326
KON132	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON134	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON135	KON	236	224	261	290	312	140	301	128	145	353	216	308	148	326
KON136	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
